Episode,Reward,Length,SmoothedLengthEMA
541,-63.3402,1000,890.0284
542,-60.5034,1000,895.5270
543,-46.4719,1000,900.7507
544,-48.7308,1000,905.7131
545,-67.3425,1000,910.4275
546,-39.7409,1000,914.9061
547,-34.9937,1000,919.1608
548,-187.9791,836,915.0028
549,-67.2072,1000,919.2526
550,185.0003,832,914.8900
551,-67.8897,835,910.8955
552,-76.3341,1000,915.3507
553,158.1175,908,914.9832
554,134.7772,849,911.6840
555,-62.8644,1000,916.0998
556,-39.0365,1000,920.2948
557,-14.0718,1000,924.2801
558,-91.1642,461,901.1161
559,-59.6793,1000,906.0603
560,-62.8244,1000,910.7573
561,-88.7141,1000,915.2194
562,-18.8652,1000,919.4584
563,-36.7073,1000,923.4855
564,-63.8191,1000,927.3112
565,-55.2815,1000,930.9457
566,-60.0977,1000,934.3984
567,-69.2625,1000,937.6785
568,-196.5932,765,929.0445
569,-18.4228,1000,932.5923
570,-44.9815,1000,935.9627
571,-30.5114,1000,939.1646
572,-53.1116,1000,942.2063
573,-87.6737,1000,945.0960
574,-38.5843,1000,947.8412
575,-31.4127,1000,950.4492
576,-83.5390,1000,952.9267
577,-25.9865,1000,955.2804
578,-12.8141,1000,957.5164
579,-24.8815,1000,959.6405
580,-45.1619,1000,961.6585
581,-116.4202,258,926.4756
582,-30.7522,1000,930.1518
583,-15.8105,1000,933.6442
584,-37.6484,1000,936.9620
585,-168.6877,639,922.0639
586,-103.6418,286,890.2607
587,-89.5935,1000,895.7477
588,-10.5001,1000,900.9603
589,-94.7434,1000,905.9123
590,-152.2702,576,889.4167
591,-164.1704,765,883.1958
592,-118.3230,1000,889.0360
593,-112.8661,1000,894.5842
594,14.5230,1000,899.8550
595,-57.9193,1000,904.8623
596,-55.4396,1000,909.6192
597,-106.8424,1000,914.1382
598,-40.5507,1000,918.4313
599,-129.9726,1000,922.5097
600,-17.1979,1000,926.3842
601,-75.4132,1000,930.0650
602,-45.3877,1000,933.5618
603,-62.9706,1000,936.8837
604,-102.4437,1000,940.0395
605,-98.6194,1000,943.0375
606,-72.9933,1000,945.8857
607,-32.3892,1000,948.5914
608,-62.3854,1000,951.1618
609,-18.4500,1000,953.6037
610,-41.1522,1000,955.9235
611,-77.6131,1000,958.1273
612,-41.5518,1000,960.2210
613,-19.0521,1000,962.2099
614,-39.1072,1000,964.0994
615,-114.0411,1000,965.8945
616,-66.7399,1000,967.5997
617,-87.5143,412,939.8198
618,-31.7039,1000,942.8288
619,28.8244,1000,945.6873
620,-34.0900,1000,948.4030
621,-27.4922,1000,950.9828
622,29.3078,1000,953.4337
623,-41.1603,1000,955.7620
624,-16.8991,1000,957.9739
625,-3.3081,1000,960.0752
626,-51.3442,1000,962.0714
627,-76.1713,1000,963.9679
628,-65.1115,1000,965.7695
629,-61.3944,1000,967.4810
630,-4.2260,1000,969.1069
631,-50.8112,1000,970.6516
632,-10.9380,1000,972.1190
633,-21.5654,1000,973.5131
634,-38.5485,1000,974.8374
635,-3.6919,1000,976.0955
636,-56.8450,1000,977.2908
637,-212.6841,976,977.2262
638,-101.3805,1000,978.3649
639,-14.6730,1000,979.4467
640,-38.7929,1000,980.4743
641,-132.4090,394,951.1506
642,-150.6635,502,928.6931
643,-110.2972,1000,932.2584
644,-111.5264,396,905.4455
645,-54.7702,1000,910.1732
646,1.9663,1000,914.6646
647,-82.3793,1000,918.9313
648,-109.7089,381,892.0348
649,-14.1189,1000,897.4330
650,-160.1584,686,886.8614
651,-136.2665,1000,892.5183
652,-14.9221,1000,897.8924
653,-64.8455,1000,902.9978
654,-40.5638,1000,907.8479
655,-72.1244,1000,912.4555
656,-48.9098,1000,916.8327
657,-56.7698,1000,920.9911
658,-81.6560,1000,924.9415
659,-76.4864,1000,928.6945
660,-11.6299,1000,932.2597
661,-17.3971,1000,935.6467
662,-72.6565,1000,938.8644
663,-8.4052,1000,941.9212
664,-44.2865,1000,944.8251
665,-42.1290,1000,947.5839
666,-76.4973,1000,950.2047
667,-118.7783,1000,952.6944
668,-106.3646,1000,955.0597
669,-95.4576,1000,957.3067
670,-75.7291,1000,959.4414
671,-87.0090,1000,961.4693
672,-98.4673,1000,963.3959
673,-97.9261,1000,965.2261
674,-78.2079,1000,966.9648
675,-91.4048,1000,968.6165
676,-73.3959,1000,970.1857
677,-138.7903,566,949.9764
678,-88.8972,1000,952.4776
679,-67.1217,1000,954.8537
680,-99.2366,192,916.7110
681,-61.6177,1000,920.8755
682,-66.4908,1000,924.8317
683,-106.7753,408,898.9901
684,-81.5766,1000,904.0406
685,-63.0669,1000,908.8386
686,-47.0074,1000,913.3967
687,-48.5642,1000,917.7268
688,-67.6105,1000,921.8405
689,-57.7645,1000,925.7485
690,-106.1991,547,906.8110
691,-78.8089,1000,911.4705
692,-87.1824,1000,915.8970
693,-52.9552,1000,920.1021
694,-69.1698,1000,924.0970
695,-79.0281,1000,927.8922
696,-56.4714,1000,931.4975
697,-63.8003,1000,934.9227
698,-26.8874,1000,938.1765
699,-59.7430,1000,941.2677
700,-8.1110,1000,944.2043
701,-59.1017,1000,946.9941
702,-68.3761,1000,949.6444
703,-89.2346,1000,952.1622
704,-35.8899,1000,954.5541
705,-19.0708,1000,956.8264
706,-60.1588,1000,958.9851
707,-73.0508,1000,961.0358
708,-65.8045,1000,962.9840
709,-44.1864,1000,964.8348
710,-93.2669,1000,966.5931
711,-52.4399,1000,968.2634
712,-56.4463,1000,969.8502
713,-70.4155,1000,971.3577
714,-58.3211,1000,972.7898
715,-84.4046,1000,974.1504
716,-55.9843,1000,975.4428
717,-75.6055,1000,976.6707
718,-77.0411,1000,977.8372
719,-103.8629,1000,978.9453
720,-113.4673,1000,979.9980
721,-83.6385,1000,980.9981
