Episode,Reward,Length,SmoothedLengthEMA
337,-16.8024,169,130.8078
338,-180.5959,242,136.3674
339,-72.8857,111,135.0991
340,-85.6607,139,135.2941
341,-39.3556,135,135.2794
342,-69.0322,134,135.2154
343,-127.0478,183,137.6047
344,-52.4429,216,141.5244
345,-181.0249,587,163.7982
346,-98.4263,135,162.3583
347,-309.7636,191,163.7904
348,0.9351,232,167.2009
349,-302.9178,219,169.7908
350,-41.2958,165,169.5513
351,-63.8262,122,167.1737
352,-6.0641,124,165.0150
353,9.7140,163,164.9143
354,-168.4135,221,167.7186
355,-77.6097,212,169.9326
356,-237.2979,254,174.1360
357,-40.1796,174,174.1292
358,-116.9460,107,170.7727
359,-254.5734,231,173.7841
360,-181.7596,215,175.8449
361,-656.4361,290,181.5527
362,-309.9589,366,190.7750
363,-300.8360,649,213.6863
364,-21.9227,170,211.5020
365,-323.6131,230,212.4269
366,14.3507,153,209.4555
367,-20.6097,200,208.9827
368,-24.7228,102,203.6336
369,-195.2872,105,198.7019
370,-225.0602,161,196.8168
371,-267.6587,144,194.1760
372,-227.1259,106,189.7672
373,12.0499,110,185.7788
374,-162.7395,124,182.6899
375,24.4119,169,182.0054
376,-98.0070,214,183.6051
377,-184.8255,163,182.5749
378,-351.9505,157,181.2961
379,-134.7408,157,180.0813
380,-29.5284,135,177.8272
381,-56.2307,128,175.3359
382,-277.1494,234,178.2691
383,-140.0548,104,174.5556
384,-143.2521,222,176.9279
385,24.9919,129,174.5315
386,-12.6331,111,171.3549
387,-242.9645,503,187.9371
388,-15.7815,181,187.5903
389,-51.5820,183,187.3608
390,-10.1192,116,183.7927
391,-59.6248,149,182.0531
392,-56.2882,201,183.0004
393,10.4363,136,180.6504
394,-154.6167,297,186.4679
395,8.9037,1000,227.1445
396,-83.7145,232,227.3873
397,-154.3786,295,230.7679
398,-48.3519,178,228.1295
399,-34.9189,181,225.7730
400,-60.3810,209,224.9344
401,-207.9082,249,226.1377
402,-39.6713,197,224.6808
403,-59.2331,199,223.3967
404,17.4757,113,217.8769
405,-38.1177,238,218.8831
406,9.2575,171,216.4889
407,-54.6399,126,211.9645
408,-101.1544,235,213.1162
409,-208.8061,203,212.6104
410,-214.4491,233,213.6299
411,-184.8621,228,214.3484
412,-187.2951,381,222.6810
413,-159.4510,1000,261.5469
414,-331.3872,524,274.6696
415,-187.5505,110,266.4361
416,35.3030,188,262.5143
417,23.1807,184,258.5886
418,-41.9739,197,255.5092
419,-113.0921,829,284.1837
420,-79.6125,1000,319.9745
421,-56.2196,1000,353.9758
422,54.5224,1000,386.2770
423,12.8368,162,375.0632
